authority,domain,funding_source,gate,intel,kinetic,legal_status,org_type,outcome,researcher_id,stage,tick,trl
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,40,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,40,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,40,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,40,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,40,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,40,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,40,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,40,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,41,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,41,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,41,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,41,4
Title10,Maritime,Partner_CoDev,attempt,SIGINT,NonKinetic,not_conducted,GovLab,start,4,,41,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,41,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,41,2
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,41,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,41,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,41,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,41,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,41,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,41,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,41,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,41,3
Title10,Cyber,ProgramBase,contracting,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,41,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,41,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,41,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,41,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,41,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,41,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,41,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,41,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,41,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,41,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,41,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,41,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,41,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,41,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,41,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,41,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,41,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,41,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,42,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,42,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,42,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,42,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,42,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,42,2
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,42,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,42,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,42,4
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,42,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,42,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,42,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,42,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,42,4
Title50,Space,External,contracting,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,42,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,42,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,42,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,42,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,42,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,42,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,42,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,42,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,42,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,42,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,42,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,42,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,42,3
Title10,ISR,UFR,contracting,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,42,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,42,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,42,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,42,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,43,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,43,2
Title50,Cyber,UFR,contracting,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,43,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,43,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,43,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,43,2
Title50,Space,POM,attempt,MASINT,NonKinetic,not_conducted,Commercial,start,7,,43,4
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,43,4
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,43,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,43,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,43,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,43,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,43,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,43,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,43,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,43,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,43,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,43,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,43,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,43,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,43,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,43,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,43,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,43,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,43,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,43,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,43,3
Title10,Space,Partner_CoDev,contracting,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,43,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,43,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,43,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,43,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,43,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,43,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,43,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,44,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,44,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,44,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,44,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,44,2
Title50,Land,UFR,contracting,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,44,2
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,44,4
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,44,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,44,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,44,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,44,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,44,4
Title10,ISR,Partner,contracting,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,44,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,44,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,44,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,44,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,44,3
Title50,Cyber,ProgramBase,contracting,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,44,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,44,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,44,5
Title10,Air,UFR,contracting,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,44,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,44,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,44,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,44,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,44,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,44,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,44,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,44,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,44,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,44,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,44,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,44,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,44,4
Title50,Cyber,POM,contracting,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,45,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,45,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,45,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,45,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,45,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,45,2
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,45,4
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,45,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,45,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,45,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,45,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,45,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,45,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,45,4
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,45,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,45,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,45,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,45,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,45,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,45,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,45,2
Title50,ISR,Partner,contracting,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,45,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,45,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,45,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,45,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,45,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,45,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,45,3
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,45,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,45,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,45,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,46,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,46,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,46,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,46,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,46,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,46,2
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,46,4
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,46,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,46,4
Title10,Space,POM,contracting,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,46,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,46,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,46,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,46,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,46,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,46,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,46,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,46,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,46,4
Title50,Air,Partner,funding,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,46,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,46,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,46,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,46,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,46,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,46,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,46,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,46,2
Title50,EW,ProgramBase,funding,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,46,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,46,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,46,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,46,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,46,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,46,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,47,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,47,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,47,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,47,4
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovLab,fail,4,feasibility,47,2
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,47,2
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,47,4
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,47,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,47,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,47,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,47,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,47,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,47,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,47,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,47,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,47,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,47,3
Title10,Space,ProgramBase,attempt,SIGINT,Kinetic,not_conducted,Commercial,start,21,,47,3
Title10,Space,ProgramBase,legal,SIGINT,Kinetic,unfavorable,Commercial,unfavorable,21,feasibility,47,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,47,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,47,4
Title50,Air,Partner,contracting,OSINT,Kinetic,favorable_with_caveats,Commercial,fail,25,prototype_demo,47,5
Title10,Air,UFR,funding,HUMINT,Kinetic,unfavorable,GovContractor,fail,26,feasibility,47,2
Title10,Maritime,Partner_CoDev,funding,SIGINT,NonKinetic,favorable,GovContractor,fail,27,feasibility,47,2
Title50,ISR,Partner,funding,GEOINT,Kinetic,favorable_with_caveats,GovLab,fail,28,feasibility,47,4
Title50,Cyber,ProgramBase,funding,SIGINT,Kinetic,favorable,GovContractor,fail,29,feasibility,47,3
Title10,ISR,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,30,prototype_demo,47,3
Title10,Maritime,External,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,31,prototype_demo,47,3
Title10,Space,Partner_CoDev,funding,HUMINT,NonKinetic,favorable,GovLab,fail,32,feasibility,47,2
Title50,EW,ProgramBase,contracting,OSINT,Kinetic,favorable,GovLab,fail,33,prototype_demo,47,5
Title50,ISR,Partner,funding,OSINT,NonKinetic,favorable,Commercial,fail,34,feasibility,47,3
Title10,ISR,UFR,funding,OSINT,NonKinetic,favorable_with_caveats,GovContractor,fail,35,feasibility,47,4
Title50,EW,External,funding,GEOINT,Kinetic,favorable_with_caveats,Commercial,fail,36,feasibility,47,3
Title50,EW,Partner,funding,GEOINT,NonKinetic,favorable_with_caveats,GovLab,fail,37,prototype_demo,47,4
Title50,Cyber,POM,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,39,feasibility,47,4
Title50,Cyber,POM,funding,OSINT,Kinetic,unfavorable,GovLab,fail,0,feasibility,48,2
Title10,Land,Partner_CoDev,funding,GEOINT,NonKinetic,favorable,Commercial,fail,1,feasibility,48,2
Title50,Cyber,UFR,funding,SIGINT,NonKinetic,favorable,GovLab,fail,2,feasibility,48,3
Title50,Space,Partner,funding,OSINT,Kinetic,favorable,GovLab,fail,3,feasibility,48,4
Title50,Land,UFR,funding,SIGINT,NonKinetic,favorable_with_caveats,GovLab,fail,5,feasibility,48,2
Title50,Space,POM,funding,MASINT,NonKinetic,favorable_with_caveats,Commercial,fail,7,feasibility,48,4
Title10,Air,External,funding,OSINT,NonKinetic,favorable,GovContractor,fail,9,prototype_demo,48,5
Title50,ISR,Partner_CoDev,funding,MASINT,NonKinetic,favorable_with_caveats,GovContractor,fail,10,prototype_demo,48,5
Title50,ISR,External,funding,HUMINT,NonKinetic,favorable_with_caveats,GovLab,fail,12,feasibility,48,4
Title10,Space,POM,funding,HUMINT,Kinetic,unfavorable,Commercial,fail,13,feasibility,48,2
Title10,Space,Partner_CoDev,funding,MASINT,NonKinetic,unfavorable,GovContractor,fail,14,feasibility,48,4
Title10,ISR,Partner,funding,SIGINT,Kinetic,favorable_with_caveats,GovLab,fail,15,feasibility,48,4
Title50,Cyber,POM,funding,GEOINT,NonKinetic,favorable_with_caveats,Commercial,fail,16,feasibility,48,4
Title10,EW,External,funding,GEOINT,NonKinetic,favorable,GovLab,fail,18,feasibility,48,3
Title10,Cyber,ProgramBase,funding,MASINT,NonKinetic,favorable_with_caveats,GovLab,fail,19,feasibility,48,4
Title50,Space,External,funding,GEOINT,NonKinetic,unfavorable,GovContractor,fail,20,feasibility,48,3
Title50,Cyber,ProgramBase,funding,OSINT,Kinetic,favorable,Commercial,fail,22,feasibility,48,2
Title50,Space,POM,funding,HUMINT,Kinetic,favorable_with_caveats,GovContractor,fail,23,feasibility,48,4
