adoption_align_mult,adoption_base_vote,adoption_portfolio_mult,adoption_status_mult,authority,contract_org_type,domain,funding_color_weight,funding_source,gate,gate_dependency_mult,gate_evidence_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_stage_age,gate_status_mult,gate_support_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
,,,,Title10,Commercial,Air_Dominance,,POM,contracting,,,1.48,0.4,,0.6,0.3552,,24,1.0,,NA,Kinetic,24,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,40,2
,,,,Title10,GovLab,Sensors,,ProgramBase,contracting,,,1.18,0.4,,0.6,0.2832,,9,1.0,,ISR,NonKinetic,9,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,operational_test,40,5
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.6,0.4,1.0,0.23625,0.133056,1.0,30,1.0,0.88,ISR,Kinetic,30,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,40,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.56,0.4,1.0,0.2625,0.13104,1.0,28,1.0,0.8,MultiINT,Kinetic,28,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,40,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.44,0.4,1.0,0.2625,0.12096,1.0,22,1.0,0.8,ISR,NonKinetic,22,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,40,4
,,,,Title10;Title50,GovLab,CBRNE,,ProgramBase,test,,,1.16,0.4,,0.6,0.2784,,8,1.0,,CBRNE,NonKinetic,8,,,,unfavorable,,,,GovLab,fail,SAIC,DEVCOM,DTRA_BA2_001,22,DTRA,POC-User,feasibility,40,3
,,,,Title10;Title50,,Sensors,1.0,External,funding,,,1.22,0.4,1.0,0.32,0.137421,1.0,11,1.0,0.88,CBRNE,Kinetic,11,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,40,3
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.52,0.4,1.0,0.223125,0.119381,1.0,26,1.0,0.88,CBRNE,Kinetic,26,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,40,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.08,0.4,1.0,0.4,0.152064,1.0,4,1.0,0.88,Medical,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,prototype_demo,40,4
,,,,Title10,,Medical,0.75,External,funding,,,1.48,0.4,1.0,0.21,0.109402,1.0,24,1.0,0.88,Medical,NonKinetic,24,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,40,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.54,0.4,1.0,0.36,0.195149,1.0,27,1.0,0.88,NA,NonKinetic,27,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,40,4
,,,,Title10,,Air_Dominance,,ProgramBase,test,1.0,0.725,1.8,0.4,1.0,0.68,0.35496,1.0,40,1.0,,ISR,NonKinetic,40,,,,favorable,favorable,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,40,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.68,0.4,1.0,0.2625,0.155232,1.0,34,1.0,0.88,ISR,Kinetic,34,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,40,2
,,,,Title10,,EW,0.75,ProgramBase,funding,,,1.3,0.4,1.0,0.2625,0.12012,1.0,15,1.0,0.88,SIGINT,Kinetic,15,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,40,4
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.52,0.4,1.0,0.223125,0.119381,1.0,26,1.0,0.88,NA,NonKinetic,26,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,40,4
,,,,Title10,GovContractor,Foundational_Science,,Partner,contracting,,,1.4,0.4,,0.65,0.364,,20,1.0,,NA,NonKinetic,20,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,40,2
,,,,Title10,,Sensors,0.75,Partner_CoDev,funding,,,1.3,0.4,1.0,0.223125,0.102102,1.0,15,1.0,0.88,ISR,NonKinetic,15,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,functional_test,40,5
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.16,0.4,1.0,0.2625,0.107184,1.0,8,1.0,0.88,ISR,NonKinetic,8,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,vulnerability_test,40,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.8,0.4,1.0,0.23625,0.149688,1.0,40,1.0,0.88,ISR,NonKinetic,40,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,40,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.66,0.4,1.0,0.4,0.233728,1.0,33,1.0,0.88,NA,NonKinetic,33,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,40,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.52,0.4,1.0,0.28,0.149811,1.0,26,1.0,0.88,ISR,Kinetic,26,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,40,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.22,0.4,1.0,0.36,0.154598,1.0,11,1.0,0.88,NA,Kinetic,11,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,prototype_demo,41,3
,,,,Title10,,C2_JADC2,1.0,ProgramBase,funding,,,1.28,0.4,1.0,0.4,0.180224,1.0,14,1.0,0.88,ISR,Kinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,None,PEO C4I,0603766E,1,DARPA,POC-User,prototype_demo,41,4
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.68,0.4,1.0,0.4,0.236544,1.0,34,1.0,0.88,ISR,NonKinetic,34,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,41,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.54,0.4,1.0,0.2625,0.142296,1.0,27,1.0,0.88,ISR,NonKinetic,27,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,41,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.2,0.4,1.0,0.18375,0.077616,1.0,10,1.0,0.88,ISR,Kinetic,10,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,operational_test,41,3
,,,,Title10,,Sensors,1.0,External,funding,,,1.6,0.4,1.0,0.32,0.180224,1.0,30,1.0,0.88,ISR,Kinetic,30,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,41,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.54,0.4,1.0,0.32,0.173466,1.0,27,1.0,0.88,NA,NonKinetic,27,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,41,4
,,,,Title10,,Land_Warfare,1.0,Partner,funding,,,1.64,0.4,1.0,0.3,0.173184,1.0,32,1.0,0.88,ISR,Kinetic,32,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,41,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.56,0.4,1.0,0.223125,0.122522,1.0,28,1.0,0.88,ISR,NonKinetic,28,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,41,3
,,,,Title10,GovContractor,Maritime_Warfare,,ProgramBase,contracting,,,1.64,0.4,,0.65,0.4264,,32,1.0,,NA,NonKinetic,32,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,41,5
,,,,Title10,,Autonomy_UxS,1.0,POM,funding,,,1.68,0.4,1.0,0.36,0.21289,1.0,34,1.0,0.88,ISR,Kinetic,34,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,41,2
,,,,Title10,,EW,0.75,Partner_CoDev,funding,,,1.24,0.4,1.0,0.223125,0.09739,1.0,12,1.0,0.88,SIGINT,NonKinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,NAVY_BA4_001,13,Navy,Service HQ,functional_test,41,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.02,0.4,1.0,0.223125,0.02,1.0,1,0.2,0.88,NA,NonKinetic,1,,,,unfavorable,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,41,5
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.5,0.4,1.0,0.36,0.19008,1.0,25,1.0,0.88,NA,Kinetic,25,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,41,2
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.2,0.4,1.0,0.2625,0.11088,1.0,10,1.0,0.88,ISR,NonKinetic,10,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,operational_test,41,5
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.62,0.4,1.0,0.23625,0.134719,1.0,31,1.0,0.88,ISR,Kinetic,31,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,41,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.58,0.4,1.0,0.2625,0.13272,1.0,29,1.0,0.8,MultiINT,Kinetic,29,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,41,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.46,0.4,1.0,0.2625,0.12264,1.0,23,1.0,0.8,ISR,NonKinetic,23,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,41,4
,,,,Title10;Title50,,CBRNE,1.0,ProgramBase,funding,,,1.18,0.4,1.0,0.4,0.166144,1.0,9,1.0,0.88,CBRNE,NonKinetic,9,,,,unfavorable,,,,GovLab,fail,SAIC,DEVCOM,DTRA_BA2_001,22,DTRA,POC-User,feasibility,41,3
,,,,Title10;Title50,,Sensors,1.0,External,funding,,,1.24,0.4,1.0,0.32,0.139674,1.0,12,1.0,0.88,CBRNE,Kinetic,12,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,41,3
,,,,Title10;Title50,GovLab,Biotechnology,,Partner_CoDev,contracting,,,1.54,0.4,,0.6,0.3696,,27,1.0,,CBRNE,Kinetic,27,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,41,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.1,0.4,1.0,0.4,0.15488,1.0,5,1.0,0.88,Medical,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,prototype_demo,41,4
,,,,Title10,,Medical,0.75,External,funding,,,1.5,0.4,1.0,0.21,0.11088,1.0,25,1.0,0.88,Medical,NonKinetic,25,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,41,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.56,0.4,1.0,0.36,0.197683,1.0,28,1.0,0.88,NA,NonKinetic,28,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,41,4
,,,,Title10,GovLab,Air_Dominance,,ProgramBase,contracting,,,1.82,0.4,,0.6,0.4368,,41,1.0,,ISR,NonKinetic,41,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,41,2
,,,,Title10,,Strike,,ProgramBase,test,1.0,0.775,1.7,0.4,1.0,0.58,0.30566,1.0,35,1.0,,ISR,Kinetic,35,,,,favorable,favorable,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,41,2
,,,,Title10,,EW,0.75,ProgramBase,funding,,,1.32,0.4,1.0,0.2625,0.121968,1.0,16,1.0,0.88,SIGINT,Kinetic,16,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,41,4
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.54,0.4,1.0,0.223125,0.120952,1.0,27,1.0,0.88,NA,NonKinetic,27,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,41,4
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.42,0.4,1.0,0.3,0.149952,1.0,21,1.0,0.88,NA,NonKinetic,21,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,41,2
,,,,Title10,Commercial,Sensors,,Partner_CoDev,contracting,,,1.32,0.4,,0.6,0.3168,,16,1.0,,ISR,NonKinetic,16,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,functional_test,41,5
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.18,0.4,1.0,0.2625,0.109032,1.0,9,1.0,0.88,ISR,NonKinetic,9,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,vulnerability_test,41,3
,,,,Title10,Commercial,C2_JADC2,,POM,contracting,,,1.82,0.4,,0.6,0.4368,,41,1.0,,ISR,NonKinetic,41,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,41,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.68,0.4,1.0,0.4,0.236544,1.0,34,1.0,0.88,NA,NonKinetic,34,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,41,3
,,,,Title10,GovLab,Sensors,,UFR,test,,,1.54,0.4,,0.6,0.3696,,27,1.0,,ISR,Kinetic,27,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,41,2
,,,,Title10,,Microelectronics,1.0,POM,funding,,,1.24,0.4,1.0,0.36,0.157133,1.0,12,1.0,0.88,NA,Kinetic,12,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,prototype_demo,42,3
,,,,Title10,Commercial,C2_JADC2,,ProgramBase,contracting,,,1.3,0.4,,0.6,0.312,,15,1.0,,ISR,Kinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,None,PEO C4I,0603766E,1,DARPA,POC-User,prototype_demo,42,4
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.7,0.4,1.0,0.4,0.23936,1.0,35,1.0,0.88,ISR,NonKinetic,35,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,42,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.56,0.4,1.0,0.2625,0.144144,1.0,28,1.0,0.88,ISR,NonKinetic,28,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,42,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.22,0.4,1.0,0.18375,0.07891,1.0,11,1.0,0.88,ISR,Kinetic,11,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,operational_test,42,3
,,,,Title10,,Sensors,1.0,External,funding,,,1.62,0.4,1.0,0.32,0.182477,1.0,31,1.0,0.88,ISR,Kinetic,31,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,42,3
,,,,Title10,,Foundational_Science,1.0,External,funding,,,1.56,0.4,1.0,0.32,0.175718,1.0,28,1.0,0.88,NA,NonKinetic,28,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,42,4
,,,,Title10,Commercial,Land_Warfare,,Partner,contracting,,,1.66,0.4,,0.6,0.3984,,33,1.0,,ISR,Kinetic,33,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,42,2
,,,,Title10,,C2_JADC2,0.75,Partner_CoDev,funding,,,1.58,0.4,1.0,0.223125,0.124093,1.0,29,1.0,0.88,ISR,NonKinetic,29,,,,unfavorable,,,,Commercial,fail,Leidos,DARPA,ARMY_BA5_001,10,Army,CCMD,vulnerability_test,42,3
,,,,Title10,,Maritime_Warfare,1.0,ProgramBase,funding,,,1.66,0.4,1.0,0.4,0.233728,1.0,33,1.0,0.88,NA,NonKinetic,33,,,,favorable,,,,GovContractor,fail,LM,NRL,NAVY_BA2_001,11,Navy,Service HQ,prototype_demo,42,5
,,,,Title10,,Autonomy_UxS,,POM,test,1.0,0.725,1.7,0.4,1.0,0.63,0.31059,1.0,35,1.0,,ISR,Kinetic,35,,,,favorable,favorable,,,GovLab,pass,SAIC,PEO C4I,NAVY_BA3_001,12,Navy,CCMD,prototype_demo,42,3
,,,,Title10,,EW,0.75,Partner_CoDev,funding,,,1.26,0.4,1.0,0.223125,0.09896,1.0,13,1.0,0.88,SIGINT,NonKinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,NAVY_BA4_001,13,Navy,Service HQ,functional_test,42,2
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.04,0.4,1.0,0.223125,0.02,1.0,2,0.2,0.88,NA,NonKinetic,2,,,,unfavorable,,,,GovLab,fail,SAIC,NRL,NAVY_BA6_001,14,Navy,CCMD,operational_test,42,5
,,,,Title10,,Air_Dominance,1.0,POM,funding,,,1.52,0.4,1.0,0.36,0.192614,1.0,26,1.0,0.88,NA,Kinetic,26,,,,favorable,,,,Commercial,fail,NG,DARPA,AF_BA2_001,15,Air Force,CCMD,feasibility,42,2
,,,,Title10,,Sensors,0.75,ProgramBase,funding,,,1.22,0.4,1.0,0.2625,0.112728,1.0,11,1.0,0.88,ISR,NonKinetic,11,,,,favorable,,,,GovLab,fail,None,DEVCOM,AF_BA4_001,17,Air Force,Agency,operational_test,42,5
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.64,0.4,1.0,0.23625,0.136382,1.0,32,1.0,0.88,ISR,Kinetic,32,,,,unfavorable,,,,GovLab,fail,Leidos,DEVCOM,AF_BA5_001,18,Air Force,Service HQ,vulnerability_test,42,2
,,,,MFP11,,ISR,0.75,ProgramBase,funding,,,1.6,0.4,1.0,0.2625,0.1344,1.0,30,1.0,0.8,MultiINT,Kinetic,30,,,,favorable,,,,GovContractor,fail,Boeing,DARPA,SOCOM_BA4_001,20,SOCOM,Agency,functional_test,42,2
,,,,MFP11,,C2_JADC2,0.75,ProgramBase,funding,,,1.48,0.4,1.0,0.2625,0.12432,1.0,24,1.0,0.8,ISR,NonKinetic,24,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,AFLCMC,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,42,4
,,,,Title10;Title50,,CBRNE,1.0,ProgramBase,funding,,,1.2,0.4,1.0,0.4,0.16896,1.0,10,1.0,0.88,CBRNE,NonKinetic,10,,,,unfavorable,,,,GovLab,fail,SAIC,DEVCOM,DTRA_BA2_001,22,DTRA,POC-User,feasibility,42,3
,,,,Title10;Title50,,Sensors,1.0,External,funding,,,1.26,0.4,1.0,0.32,0.141926,1.0,13,1.0,0.88,CBRNE,Kinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,AFLCMC,DTRA_BA3_001,23,DTRA,Service HQ,prototype_demo,42,3
,,,,Title10;Title50,,Biotechnology,0.75,Partner_CoDev,funding,,,1.56,0.4,1.0,0.223125,0.122522,1.0,28,1.0,0.88,CBRNE,Kinetic,28,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,CBDP_BA3_001,24,CBDP,POC-User,functional_test,42,4
,,,,Title10,,Medical,1.0,ProgramBase,funding,,,1.12,0.4,1.0,0.4,0.157696,1.0,6,1.0,0.88,Medical,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,Leidos,NRL,DHA_BA2_001,26,DHA,CCMD,prototype_demo,42,4
,,,,Title10,,Medical,0.75,External,funding,,,1.52,0.4,1.0,0.21,0.112358,1.0,26,1.0,0.88,Medical,NonKinetic,26,,,,unfavorable,,,,GovLab,fail,LM,DEVCOM,DHA_BA4_001,27,DHA,POC-User,functional_test,42,4
,,,,Title10,,AI_ML,1.0,POM,funding,,,1.58,0.4,1.0,0.36,0.200218,1.0,29,1.0,0.88,NA,NonKinetic,29,,,,favorable_with_caveats,,,,GovContractor,fail,Leidos,NAVWAR,DIU_BA3_001,28,DIU,Service HQ,prototype_demo,42,4
,,,,Title10,GovLab,Air_Dominance,,ProgramBase,contracting,,,1.84,0.4,,0.6,0.4416,,42,1.0,,ISR,NonKinetic,42,,,,favorable,,,,GovLab,fail,Leidos,AFLCMC,ARMY_BA3_002,30,Army,POC-User,prototype_demo,42,2
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.72,0.4,1.0,0.2625,0.158928,1.0,36,1.0,0.88,ISR,Kinetic,36,,,,favorable,,,,GovLab,fail,None,PEO C4I,ARMY_BA4_002,31,Army,CCMD,functional_test,42,2
,,,,Title10,,EW,0.75,ProgramBase,funding,,,1.34,0.4,1.0,0.2625,0.123816,1.0,17,1.0,0.88,SIGINT,Kinetic,17,,,,favorable_with_caveats,,,,GovLab,fail,Boeing,DEVCOM,ARMY_BA5_002,32,Army,Service HQ,vulnerability_test,42,4
,,,,Title10,,Test_Ranges,0.75,Partner_CoDev,funding,,,1.56,0.4,1.0,0.223125,0.122522,1.0,28,1.0,0.88,NA,NonKinetic,28,,,,favorable,,,,Commercial,fail,NG,DEVCOM,ARMY_BA6_001,33,Army,Agency,operational_test,42,4
,,,,Title10,,Foundational_Science,1.0,Partner,funding,,,1.44,0.4,1.0,0.3,0.152064,1.0,22,1.0,0.88,NA,NonKinetic,22,,,,unfavorable,,,,GovContractor,fail,Leidos,DEVCOM,NAVY_BA2_002,34,Navy,POC-User,feasibility,42,2
,,,,Title10,,Sensors,0.75,Partner_CoDev,funding,,,1.34,0.4,1.0,0.223125,0.105244,1.0,17,1.0,0.88,ISR,NonKinetic,17,,,,favorable,,,,Commercial,fail,LM,DEVCOM,NAVY_BA3_002,35,Navy,CCMD,functional_test,42,5
,,,,Title10,,Air_Dominance,0.75,ProgramBase,funding,,,1.2,0.4,1.0,0.2625,0.11088,1.0,10,1.0,0.88,ISR,NonKinetic,10,,,,favorable,,,,Commercial,fail,SAIC,PEO C4I,NAVY_BA4_002,36,Navy,POC-User,vulnerability_test,42,3
,,,,Title10,,C2_JADC2,0.75,POM,funding,,,1.84,0.4,1.0,0.23625,0.153014,1.0,42,1.0,0.88,ISR,NonKinetic,42,,,,favorable_with_caveats,,,,Commercial,fail,NG,PEO C4I,NAVY_BA5_001,37,Navy,Agency,vulnerability_test,42,3
,,,,Title10,,Air_Dominance,1.0,ProgramBase,funding,,,1.7,0.4,1.0,0.4,0.23936,1.0,35,1.0,0.88,NA,NonKinetic,35,,,,favorable,,,,GovContractor,fail,SAIC,PEO C4I,AF_BA2_002,38,Air Force,Agency,feasibility,42,3
,,,,Title10,,Sensors,1.0,UFR,funding,,,1.56,0.4,1.0,0.28,0.153754,1.0,28,1.0,0.88,ISR,Kinetic,28,,,,unfavorable,,,,GovLab,fail,Leidos,PEO C4I,AF_BA3_002,39,Air Force,Agency,prototype_demo,42,2
,,,,Title10,GovLab,Microelectronics,,POM,contracting,,,1.26,0.4,,0.6,0.3024,,13,1.0,,NA,Kinetic,13,,,,favorable,,,,GovLab,fail,None,DARPA,0602702E,0,DARPA,CCMD,prototype_demo,43,3
,,,,Title10,,C2_JADC2,,ProgramBase,test,1.0,0.75,1.32,0.4,1.0,0.63,0.24948,1.0,16,1.0,,ISR,Kinetic,16,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,None,PEO C4I,0603766E,1,DARPA,POC-User,prototype_demo,43,4
,,,,Title10,,Autonomy_UxS,1.0,ProgramBase,funding,,,1.72,0.4,1.0,0.4,0.242176,1.0,36,1.0,0.88,ISR,NonKinetic,36,,,,favorable,,,,GovContractor,fail,SAIC,DEVCOM,OUSD_MOD_001,2,OUSD(R&E),Service HQ,prototype_demo,43,3
,,,,Title10,,Strike,0.75,ProgramBase,funding,,,1.58,0.4,1.0,0.2625,0.145992,1.0,29,1.0,0.88,ISR,NonKinetic,29,,,,favorable_with_caveats,,,,GovContractor,fail,NG,NRL,0603892C,4,MDA,POC-User,functional_test,43,2
,,,,Title10,,Missile_Defense,0.75,UFR,funding,,,1.24,0.4,1.0,0.18375,0.080203,1.0,12,1.0,0.88,ISR,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,NG,DARPA,0603888C,5,MDA,Agency,operational_test,43,3
,,,,Title10,,Sensors,1.0,External,funding,,,1.64,0.4,1.0,0.32,0.18473,1.0,32,1.0,0.88,ISR,Kinetic,32,,,,favorable,,,,GovContractor,fail,Leidos,DEVCOM,MDA_HYP_001,6,MDA,Agency,prototype_demo,43,3
,,,,Title10,GovLab,Foundational_Science,,External,contracting,,,1.58,0.4,,0.6,0.3792,,29,1.0,,NA,NonKinetic,29,,,,unfavorable,,,,GovLab,fail,LM,AFLCMC,ARMY_BA2_001,7,Army,Service HQ,feasibility,43,4
,,,,Title10,Commercial,Land_Warfare,,Partner,contracting,,,1.68,0.4,,0.6,0.4032,,34,1.0,,ISR,Kinetic,34,,,,unfavorable,,,,Commercial,fail,Boeing,NRL,ARMY_BA3_001,8,Army,Agency,prototype_demo,43,2
