authority,contract_org_type,domain,funding_class_penalty,funding_color_weight,funding_source,gate,gate_class_penalty,gate_dependency_mult,gate_domain_mult,gate_evidence_mult,gate_exec_mult,gate_latency_boost,gate_penalty_factor,gate_portfolio_mult,gate_prob_base,gate_prob_final,gate_shock_factor,gate_sponsor_mult,gate_stage_age,gate_status_mult,gate_support_mult,gate_test_mult,intel,kinetic,latency_in_stage,legal_caveats,legal_favorable,legal_penalty_applied,legal_status,legal_status_at_test,legal_status_mult,legal_unfavorable,org_type,outcome,prime_contractor,program_office,project_id,researcher_id,service_component,sponsor,stage,tick,trl
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.84,0.4,1.0,0.32,0.222331,1.0,1.18,42,1.0,0.8,,MultiINT,Kinetic,42,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,43,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.38,0.4,1.0,0.23625,0.135418,1.0,1.18,19,1.0,0.88,,ISR,Kinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,43,4
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.08,0.4,1.0,0.23625,0.105979,1.0,1.18,4,1.0,0.88,,ISR,Kinetic,4,,,,favorable_with_caveats,,,,GovLab,fail,LM,DEVCOM,ARMY_BA4_002,31,Army,POC-User,functional_test,43,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.24,0.4,1.0,0.23625,0.12168,1.0,1.18,12,1.0,0.88,,SIGINT,Kinetic,12,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,43,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.78,0.4,1.0,0.2625,0.194077,1.0,1.18,39,1.0,0.88,,NA,Kinetic,39,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,43,2
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.16,0.4,1.0,0.36,0.173454,1.0,1.18,8,1.0,0.88,,NA,NonKinetic,8,,,,favorable_with_caveats,,,,GovLab,fail,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,feasibility,43,3
Title10,GovContractor,Air_Dominance,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.4,0.4,,0.65,0.364,,,20,1.0,,,ISR,NonKinetic,20,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,43,5
Title10,GovLab,C2_JADC2,,,Partner,contracting,0.0,,1.0,,1.0,1.32,0.4,,0.6,0.3168,,,16,1.0,,,ISR,Kinetic,16,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,43,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.44,0.4,1.0,0.3,0.179436,1.0,1.18,22,1.0,0.88,,NA,NonKinetic,22,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,43,2
Title10,Commercial,Sensors,,,Partner_CoDev,test,0.0,,1.0,,1.0,1.84,0.4,,0.6,0.4416,,,42,1.0,,,ISR,NonKinetic,42,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,43,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.12,0.4,1.0,0.32,0.148865,1.0,1.18,6,1.0,0.88,,NA,Kinetic,6,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,prototype_demo,44,5
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.18,0.4,1.0,0.4,0.19605,1.0,1.18,9,1.0,0.88,,ISR,NonKinetic,9,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,44,3
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.7,0.4,1.0,0.4,0.282445,1.0,1.18,35,1.0,0.88,,NA,NonKinetic,35,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,44,3
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.52,0.4,1.0,0.196875,0.124296,1.0,1.18,26,1.0,0.88,,ISR,NonKinetic,26,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,44,3
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.1,0.4,1.0,0.223125,0.101945,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,functional_test,44,5
Title10,Commercial,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.56,0.4,,0.6,0.3744,,,28,1.0,,,NA,NonKinetic,28,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,44,3
Title10,,Land_Warfare,0.0,0.75,ProgramBase,funding,,,1.0,,,1.06,0.4,1.0,0.2625,0.115574,1.0,1.18,3,1.0,0.88,,ISR,NonKinetic,3,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,functional_test,44,5
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.7,0.4,1.0,0.2625,0.185354,1.0,1.18,35,1.0,0.88,,ISR,NonKinetic,35,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,44,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.3,0.4,1.0,0.2625,0.141742,1.0,1.18,15,1.0,0.88,,ISR,NonKinetic,15,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,44,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.76,0.4,1.0,0.32,0.233931,1.0,1.18,38,1.0,0.88,,NA,Kinetic,38,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,44,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.3,0.4,1.0,0.36,0.194388,1.0,1.18,15,1.0,0.88,,ISR,NonKinetic,15,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,44,2
Title10,GovLab,EW,,,Partner,contracting,0.0,,1.0,,1.0,1.36,0.4,,0.6,0.3264,,,18,1.0,,,SIGINT,Kinetic,18,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,44,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.26,0.4,1.0,0.21,0.109904,1.0,1.18,13,1.0,0.88,,NA,Kinetic,13,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,44,3
Title10,,Autonomy_UxS,0.0,1.0,External,funding,,,1.0,,,1.76,0.4,1.0,0.32,0.233931,1.0,1.18,38,1.0,0.88,,ISR,Kinetic,38,,,,favorable_with_caveats,,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,44,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.6,0.4,1.0,0.2625,0.174451,1.0,1.18,30,1.0,0.88,,ISR,NonKinetic,30,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,44,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.42,0.4,1.0,0.4,0.214477,1.0,1.18,21,1.0,0.8,,ISR,NonKinetic,21,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,44,3
MFP11,,ISR,0.0,0.75,POM,funding,,,1.0,,,1.82,0.4,1.0,0.23625,0.162359,1.0,1.18,41,1.0,0.8,,MultiINT,NonKinetic,41,,,,favorable,,,,GovContractor,fail,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,44,4
MFP11,Commercial,C2_JADC2,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.4,0.4,,0.6,0.336,,,20,1.0,,,ISR,Kinetic,20,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,44,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.72,0.4,1.0,0.36,0.257191,1.0,1.18,36,1.0,0.88,,CBRNE,NonKinetic,36,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,44,3
Title10;Title50,,Biotechnology,0.0,1.0,POM,funding,,,1.0,,,1.8,0.4,1.0,0.36,0.269153,1.0,1.18,40,1.0,0.88,,CBRNE,Kinetic,40,,,,favorable,,,,GovContractor,fail,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,44,4
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.38,0.4,1.0,0.36,0.206351,1.0,1.18,19,1.0,0.88,,Medical,Kinetic,19,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,44,5
Title10,,Medical,0.0,0.75,UFR,funding,,,1.0,,,1.1,0.4,1.0,0.18375,0.083955,1.0,1.18,5,1.0,0.88,,Medical,Kinetic,5,,,,unfavorable,,,,GovContractor,fail,LM,AFLCMC,DHA_BA4_001,27,DHA,Service HQ,functional_test,44,3
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.26,0.4,1.0,0.4,0.209341,1.0,1.18,13,1.0,0.88,,NA,Kinetic,13,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,44,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.86,0.4,1.0,0.32,0.224748,1.0,1.18,43,1.0,0.8,,MultiINT,Kinetic,43,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,44,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.4,0.4,1.0,0.23625,0.13738,1.0,1.18,20,1.0,0.88,,ISR,Kinetic,20,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,44,4
Title10,GovLab,Strike,,,POM,contracting,0.0,,1.0,,1.0,1.1,0.4,,0.6,0.264,,,5,1.0,,,ISR,Kinetic,5,,,,favorable_with_caveats,,,,GovLab,fail,LM,DEVCOM,ARMY_BA4_002,31,Army,POC-User,functional_test,44,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.26,0.4,1.0,0.23625,0.123642,1.0,1.18,13,1.0,0.88,,SIGINT,Kinetic,13,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,44,3
Title10,,Test_Ranges,0.0,0.75,ProgramBase,funding,,,1.0,,,1.8,0.4,1.0,0.2625,0.196258,1.0,1.18,40,1.0,0.88,,NA,Kinetic,40,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,44,2
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.18,0.4,1.0,0.36,0.176445,1.0,1.18,9,1.0,0.88,,NA,NonKinetic,9,,,,favorable_with_caveats,,,,GovLab,fail,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,feasibility,44,3
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.42,0.4,1.0,0.2625,0.154825,1.0,1.18,21,1.0,0.88,,ISR,NonKinetic,21,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,44,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.34,0.4,1.0,0.196875,0.109577,1.0,1.18,17,1.0,0.88,,ISR,Kinetic,17,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,44,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.46,0.4,1.0,0.3,0.181928,1.0,1.18,23,1.0,0.88,,NA,NonKinetic,23,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,44,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.86,0.4,1.0,0.34,0.262674,1.0,1.18,43,1.0,0.88,,ISR,NonKinetic,43,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,44,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.14,0.4,1.0,0.32,0.151523,1.0,1.18,7,1.0,0.88,,NA,Kinetic,7,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,prototype_demo,45,5
Title10,,C2_JADC2,0.0,1.0,ProgramBase,funding,,,1.0,,,1.2,0.4,1.0,0.4,0.199373,1.0,1.18,10,1.0,0.88,,ISR,NonKinetic,10,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,45,3
Title10,,Foundational_Science,,,ProgramBase,test,0.0,1.0,1.0,0.675,,1.72,0.4,1.0,0.7,0.32508,1.0,,36,1.0,,1.0,NA,NonKinetic,36,,,,favorable_with_caveats,favorable_with_caveats,,,GovLab,pass,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,feasibility,45,4
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.54,0.4,1.0,0.196875,0.125932,1.0,1.18,27,1.0,0.88,,ISR,NonKinetic,27,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,45,3
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.12,0.4,1.0,0.223125,0.103798,1.0,1.18,6,1.0,0.88,,ISR,NonKinetic,6,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,functional_test,45,5
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.58,0.4,1.0,0.4,0.262508,1.0,1.18,29,1.0,0.88,,NA,NonKinetic,29,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,45,3
Title10,,Land_Warfare,0.0,0.75,ProgramBase,funding,,,1.0,,,1.08,0.4,1.0,0.2625,0.117755,1.0,1.18,4,1.0,0.88,,ISR,NonKinetic,4,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,functional_test,45,5
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.72,0.4,1.0,0.2625,0.187535,1.0,1.18,36,1.0,0.88,,ISR,NonKinetic,36,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,45,4
Title10,Commercial,C2_JADC2,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.32,0.4,,0.6,0.3168,,,16,1.0,,,ISR,NonKinetic,16,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,45,3
Title10,Commercial,Maritime_Warfare,,,External,contracting,0.0,,1.0,,1.0,1.78,0.4,,0.6,0.4272,,,39,1.0,,,NA,Kinetic,39,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,45,2
Title10,,Autonomy_UxS,0.0,1.0,POM,funding,,,1.0,,,1.32,0.4,1.0,0.36,0.197379,1.0,1.18,16,1.0,0.88,,ISR,NonKinetic,16,,,,favorable_with_caveats,,,,GovContractor,fail,None,DARPA,NAVY_BA3_001,12,Navy,Agency,prototype_demo,45,2
Title10,,EW,0.0,0.75,Partner,funding,,,1.0,,,1.38,0.4,1.0,0.196875,0.112848,1.0,1.18,19,1.0,0.88,,SIGINT,Kinetic,19,,,,favorable,,,,GovLab,fail,SAIC,PEO C4I,NAVY_BA4_001,13,Navy,POC-User,functional_test,45,2
Title10,,Test_Ranges,0.0,0.75,External,funding,,,1.0,,,1.28,0.4,1.0,0.21,0.111649,1.0,1.18,14,1.0,0.88,,NA,Kinetic,14,,,,favorable_with_caveats,,,,GovLab,fail,NG,PEO C4I,NAVY_BA6_001,14,Navy,CCMD,operational_test,45,3
Title10,,Air_Dominance,0.0,0.75,ProgramBase,attempt,,,1.0,,,1.28,0.4,1.0,0.21,0.111649,1.0,1.18,14,1.0,0.88,,NA,NonKinetic,,,,,not_conducted,,,,Commercial,start,Boeing,NAVWAR,AF_BA2_001,15,Air Force,Agency,,45,4
Title10,,Air_Dominance,0.0,1.0,ProgramBase,funding,,,1.0,,,1.0,0.4,1.0,0.4,0.166144,1.0,1.18,0,1.0,0.88,,NA,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,NAVWAR,AF_BA2_001,15,Air Force,Agency,feasibility,45,4
Title10,,Autonomy_UxS,,,External,test,0.0,1.0,1.0,0.725,,1.78,0.4,1.0,0.6,0.30972,1.0,,39,1.0,,1.0,ISR,Kinetic,39,,,,favorable_with_caveats,favorable_with_caveats,,,Commercial,fail,None,NAVWAR,AF_BA3_001,16,Air Force,POC-User,prototype_demo,45,2
Title10,,Sensors,,,Partner_CoDev,attempt,0.0,1.0,1.0,0.725,,1.78,0.4,1.0,0.6,0.30972,1.0,,39,1.0,,1.0,ISR,NonKinetic,,,,,not_conducted,favorable_with_caveats,,,Commercial,start,NG,AFLCMC,AF_BA4_001,17,Air Force,Agency,,45,2
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.0,0.4,1.0,0.223125,0.092677,1.0,1.18,0,1.0,0.88,,ISR,NonKinetic,0,,,,favorable_with_caveats,,,,Commercial,fail,NG,AFLCMC,AF_BA4_001,17,Air Force,Agency,functional_test,45,2
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.62,0.4,1.0,0.2625,0.176632,1.0,1.18,31,1.0,0.88,,ISR,NonKinetic,31,,,,favorable,,,,GovLab,fail,NG,NAVWAR,AF_BA5_001,18,Air Force,CCMD,vulnerability_test,45,2
MFP11,,Strike,0.0,1.0,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.4,0.217498,1.0,1.18,22,1.0,0.8,,ISR,NonKinetic,22,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,AFLCMC,SOCOM_BA3_001,19,SOCOM,CCMD,prototype_demo,45,3
MFP11,,ISR,,,POM,test,0.0,1.0,1.0,0.75,,1.84,0.4,1.0,0.66,0.36432,1.0,,42,1.0,,1.0,MultiINT,NonKinetic,42,,,,favorable,favorable,,,GovContractor,pass,LM,PEO C4I,SOCOM_BA4_001,20,SOCOM,Service HQ,functional_test,45,5
MFP11,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.42,0.4,1.0,0.2625,0.14075,1.0,1.18,21,1.0,0.8,,ISR,Kinetic,21,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,SOCOM_BA5_001,21,SOCOM,Agency,vulnerability_test,45,4
Title10;Title50,,CBRNE,0.0,1.0,POM,funding,,,1.0,,,1.74,0.4,1.0,0.36,0.260182,1.0,1.18,37,1.0,0.88,,CBRNE,NonKinetic,37,,,,favorable_with_caveats,,,,Commercial,fail,SAIC,AFLCMC,DTRA_BA2_001,22,DTRA,POC-User,feasibility,45,3
Title10;Title50,,Biotechnology,,,POM,test,0.0,1.0,1.0,0.725,,1.82,0.4,1.0,0.66,0.348348,1.0,,41,1.0,,1.0,CBRNE,Kinetic,41,,,,favorable,favorable,,,GovContractor,pass,None,DARPA,CBDP_BA3_001,24,CBDP,Agency,prototype_demo,45,5
Title10,,Medical,0.0,1.0,POM,funding,,,1.0,,,1.4,0.4,1.0,0.36,0.209341,1.0,1.18,20,1.0,0.88,,Medical,Kinetic,20,,,,favorable_with_caveats,,,,Commercial,fail,LM,AFLCMC,DHA_BA2_001,26,DHA,CCMD,prototype_demo,45,5
Title10,,Medical,0.0,0.75,UFR,funding,,,1.0,,,1.12,0.4,1.0,0.18375,0.085481,1.0,1.18,6,1.0,0.88,,Medical,Kinetic,6,,,,unfavorable,,,,GovContractor,fail,LM,AFLCMC,DHA_BA4_001,27,DHA,Service HQ,functional_test,45,3
Title10,,AI_ML,0.0,1.0,ProgramBase,funding,,,1.0,,,1.28,0.4,1.0,0.4,0.212664,1.0,1.18,14,1.0,0.88,,NA,Kinetic,14,,,,unfavorable,,,,GovContractor,fail,LM,DEVCOM,DIU_BA3_001,28,DIU,CCMD,prototype_demo,45,2
MIP,,ISR,0.0,1.0,External,funding,,,1.0,,,1.88,0.4,1.0,0.32,0.227164,1.0,1.18,44,1.0,0.8,,MultiINT,Kinetic,44,,,,favorable_with_caveats,,,,GovLab,fail,SAIC,NAVWAR,MIP_SENS_001,29,Defense Intel,Agency,prototype_demo,45,2
Title10,,Air_Dominance,0.0,0.75,POM,funding,,,1.0,,,1.42,0.4,1.0,0.23625,0.139343,1.0,1.18,21,1.0,0.88,,ISR,Kinetic,21,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,DARPA,ARMY_BA3_002,30,Army,Service HQ,functional_test,45,4
Title10,,Strike,0.0,0.75,POM,funding,,,1.0,,,1.12,0.4,1.0,0.23625,0.109904,1.0,1.18,6,1.0,0.88,,ISR,Kinetic,6,,,,favorable_with_caveats,,,,GovLab,fail,LM,DEVCOM,ARMY_BA4_002,31,Army,POC-User,functional_test,45,4
Title10,,EW,0.0,0.75,POM,funding,,,1.0,,,1.28,0.4,1.0,0.23625,0.125605,1.0,1.18,14,1.0,0.88,,SIGINT,Kinetic,14,,,,favorable_with_caveats,,,,Commercial,fail,NG,DEVCOM,ARMY_BA5_002,32,Army,Agency,vulnerability_test,45,3
Title10,GovLab,Test_Ranges,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.82,0.4,,0.6,0.4368,,,41,1.0,,,NA,Kinetic,41,,,,favorable,,,,GovLab,fail,None,DARPA,ARMY_BA6_001,33,Army,CCMD,operational_test,45,2
Title10,,Foundational_Science,0.0,1.0,POM,funding,,,1.0,,,1.2,0.4,1.0,0.36,0.179436,1.0,1.18,10,1.0,0.88,,NA,NonKinetic,10,,,,favorable_with_caveats,,,,GovLab,fail,None,NRL,NAVY_BA2_002,34,Navy,Service HQ,feasibility,45,3
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.44,0.4,1.0,0.2625,0.157006,1.0,1.18,22,1.0,0.88,,ISR,NonKinetic,22,,,,favorable_with_caveats,,,,GovContractor,fail,SAIC,NAVWAR,NAVY_BA4_002,36,Navy,Service HQ,vulnerability_test,45,5
Title10,,C2_JADC2,0.0,0.75,Partner,funding,,,1.0,,,1.36,0.4,1.0,0.196875,0.111213,1.0,1.18,18,1.0,0.88,,ISR,Kinetic,18,,,,unfavorable,,,,GovLab,fail,LM,NRL,NAVY_BA5_001,37,Navy,POC-User,vulnerability_test,45,3
Title10,,Air_Dominance,0.0,1.0,Partner,funding,,,1.0,,,1.48,0.4,1.0,0.3,0.18442,1.0,1.18,24,1.0,0.88,,NA,NonKinetic,24,,,,unfavorable,,,,Commercial,fail,None,AFLCMC,AF_BA2_002,38,Air Force,Agency,feasibility,45,2
Title10,,Sensors,0.0,1.0,Partner_CoDev,funding,,,1.0,,,1.88,0.4,1.0,0.34,0.265498,1.0,1.18,44,1.0,0.88,,ISR,NonKinetic,44,,,,unfavorable,,,,Commercial,fail,NG,NAVWAR,AF_BA3_002,39,Air Force,Agency,prototype_demo,45,3
Title10,,Microelectronics,0.0,1.0,External,funding,,,1.0,,,1.16,0.4,1.0,0.32,0.154182,1.0,1.18,8,1.0,0.88,,NA,Kinetic,8,,,,favorable,,,,GovLab,fail,LM,DARPA,0602702E,0,DARPA,POC-User,prototype_demo,46,5
Title10,Commercial,C2_JADC2,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.22,0.4,,0.6,0.2928,,,11,1.0,,,ISR,NonKinetic,11,,,,favorable,,,,Commercial,fail,None,NAVWAR,0603766E,1,DARPA,CCMD,prototype_demo,46,3
Title10,GovLab,Foundational_Science,,,ProgramBase,contracting,0.0,,1.0,,1.0,1.02,0.4,,0.6,0.2448,,,1,1.0,,,NA,NonKinetic,1,,,,favorable_with_caveats,,,,GovLab,fail,None,PEO C4I,OUSD_SCI_001,3,OUSD(R&E),CCMD,prototype_demo,46,4
Title10,,Strike,0.0,0.75,Partner,funding,,,1.0,,,1.56,0.4,1.0,0.196875,0.127567,1.0,1.18,28,1.0,0.88,,ISR,NonKinetic,28,,,,favorable,,,,GovContractor,fail,SAIC,DARPA,0603892C,4,MDA,Agency,functional_test,46,3
Title10,,Sensors,0.0,0.75,Partner_CoDev,funding,,,1.0,,,1.14,0.4,1.0,0.223125,0.105652,1.0,1.18,7,1.0,0.88,,ISR,NonKinetic,7,,,,favorable,,,,GovLab,fail,LM,DEVCOM,MDA_HYP_001,6,MDA,Agency,functional_test,46,5
Title10,,Foundational_Science,0.0,1.0,ProgramBase,funding,,,1.0,,,1.6,0.4,1.0,0.4,0.26583,1.0,1.18,30,1.0,0.88,,NA,NonKinetic,30,,,,unfavorable,,,,Commercial,fail,Boeing,NAVWAR,ARMY_BA2_001,7,Army,Service HQ,feasibility,46,3
Title10,,Land_Warfare,0.0,0.75,ProgramBase,funding,,,1.0,,,1.1,0.4,1.0,0.2625,0.119935,1.0,1.18,5,1.0,0.88,,ISR,NonKinetic,5,,,,favorable,,,,GovContractor,fail,SAIC,NAVWAR,ARMY_BA3_001,8,Army,Agency,functional_test,46,5
Title10,,Air_Dominance,0.0,0.75,ProgramBase,funding,,,1.0,,,1.74,0.4,1.0,0.2625,0.189716,1.0,1.18,37,1.0,0.88,,ISR,NonKinetic,37,,,,favorable_with_caveats,,,,Commercial,fail,Boeing,PEO C4I,ARMY_BA4_001,9,Army,Service HQ,functional_test,46,4
Title10,,C2_JADC2,0.0,0.75,ProgramBase,funding,,,1.0,,,1.34,0.4,1.0,0.2625,0.146103,1.0,1.18,17,1.0,0.88,,ISR,NonKinetic,17,,,,favorable_with_caveats,,,,Commercial,fail,None,AFLCMC,ARMY_BA5_001,10,Army,Service HQ,operational_test,46,3
Title10,,Maritime_Warfare,0.0,1.0,External,funding,,,1.0,,,1.8,0.4,1.0,0.32,0.239247,1.0,1.18,40,1.0,0.88,,NA,Kinetic,40,,,,favorable_with_caveats,,,,Commercial,fail,NG,NAVWAR,NAVY_BA2_001,11,Navy,POC-User,feasibility,46,2
